recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;huh_name;geo_col;wiki_url;colnum;orig_bc;orig_recby;orig_detby
Bidgood, S;5597;nan;<NA>;20/04/2006 - 20/04/2006;Rukwa;Tanzania. Mpanda District, Sitalike. Alt.: 900 m;P01981848;Tanzanie, République-Unie de;Friesodielsia;sp.;0;0;0;0;;;20;4;2006;;;;0;0;0;31.15;-6.633333333333333;0;0;0;0;0;5597;P01981848;Bidgood, S.;<NA>
Martin, MA;1582 bis;Martin, MA;<NA>;12/04/1969 - 12/04/1969;Koh Kong;près de Koh Khong. Prov. Koh Kong. Cambodge. Alt.: 350 m ~;P01982063;Cambodge;Sageraea;elliptica;0;0;0;0;;bis;12;4;1969;;;;0;0;0;102.985;11.609;0;0;0;0;0;1582;P01982063;Martin, M.A.;Martin, M.A.
Thanikaimoni, G;1337;Thanikaimoni, G;<NA>;15/06/1978 - 15/06/1978;Karnataka;Lalbagh Botanical Gardens, Bangalore;P01982064;Inde;Sageraea;dalzellii;0;0;0;0;;;15;6;1978;;;;0;0;0;77.585;12.9508;0;0;0;0;0;1337;P01982064;Thanikaimoni, G.;Thanikaimoni, G.
Thanikaimoni, G;1288;nan;<NA>;22/10/1977 - 22/10/1977;Karnataka;Bot Gard. Lalbagh, Bangalore;P01982065;Inde;Sageraea;dalzellii;0;0;0;0;;;22;10;1977;;;;0;0;0;77.585;12.9508;0;0;0;0;0;1288;P01982065;Thanikaimoni, G.;<NA>
Ambriansyah;1673;nan;<NA>;06/04/1996 - 06/04/1996;East Kalimantan;Indonesia, East Kalimantan, KPC area West Bengalon, Sebongkok utara. Alt. 94 m.;P01982068;Indonésie;Sageraea;sp.;0;0;0;0;;;6;4;1996;;;;0;0;0;117.52938333333333;0.8173666666666667;0;0;0;0;0;1673;P01982068;Ambriansyah;<NA>
Arifin, Z;1749;nan;<NA>;14/04/1996 - 14/04/1996;East Kalimantan;Indonesia, East Kalimantan, KPC area Bengalon, Alt. 55 m.;P01982069;Indonésie;Sageraea;sp.;0;0;0;0;;;14;4;1996;;;;0;0;0;117.54983333333334;0.7869666666666667;0;0;0;0;0;1749;P01982069;Arifin, Z.;Arifin, Z. & Arbainsyah
Ambriansyah, A;674;nan;<NA>;20/11/1992 - 20/11/1992;East Kalimantan;East Kalimantan Timur. PT. ITCI. area, Meratus 6519. Balikpapan sebrang. Alt. 70 m.;P01982070;Indonésie;Goniothalamus;sp.;0;0;0;0;;;20;11;1992;;;;0;0;0;116.8593379;-1.2398711;0;0;0;0;0;674;P01982070;Ambriansyah, A.;<NA>
Ching, YP;157;Kessler, PJA;<NA>;14/12/1988 - 14/12/1988;Sarawak;Sarawak, Malaysia. Bahagian Kuching, Gunnung Serapi (Mt. Matang), top region. Alt. 6-800 m.;P01982071;Malaisie;Goniothalamus;sp.;0;0;0;0;;;14;12;1988;;;;0;0;0;110.13333333333334;1.6666666666666665;0;0;0;0;0;157;P01982071;Ching, Y.P.;Kessler, P.J.A.
Ridsdale;ISU 378;Kessler;<NA>;07/04/1992 - 07/04/1992;Isabela;Philippines. Palanan area, N.E. Luzon. Digallorin, Divinisa camp site. Alt. 50 m.;P01982072;Philippines;Goniothalamus;sp.;0;0;0;0;ISU;;7;4;1992;;;;0;0;0;122.43333333333334;16.833333333333332;0;0;0;0;0;378;P01982072;Ridsdale;Kessler
Pierre, L;1758;Pierre, L;<NA>;01/06/1867 - 30/06/1867;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria Cochinchinae;P01982073;Viet Nam;Goniothalamus;sp.;0;0;0;0;;;1;6;1867;;;;0;0;0;107.133;10.533;0;0;0;0;0;1758;P01982073;Pierre, L.;Pierre, L.
Pierre, L;1758;Pierre, L;<NA>;01/06/1867 - 30/06/1867;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria. Cochinchinae.;P01982074;Viet Nam;Goniothalamus;sp.;0;0;0;0;;;1;6;1867;;;;0;0;0;107.133;10.533;0;0;0;0;0;1758;P01982074;Pierre, L.;Pierre, L.
Pierre, L;1758;Pierre, L;<NA>;01/06/1867 - 30/06/1867;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria Cochinchinae.;P01982075;Viet Nam;Goniothalamus;sp.;0;0;0;0;;;1;6;1867;;;;0;0;0;107.133;10.533;0;0;0;0;0;1758;P01982075;Pierre, L.;Pierre, L.
Pierre, L;1758;Pierre, L;<NA>;01/06/1867 - 30/06/1867;Bà Rịa - Vũng Tàu;in montibus Dinh in prov. Baria. Cochinchinae;P01982076;Viet Nam;Goniothalamus;sp.;0;0;0;0;;;1;6;1867;;;;0;0;0;107.133;10.533;0;0;0;0;0;1758;P01982076;Pierre, L.;Pierre, L.
Schmid, M;;Schmid, M;<NA>;<NA>;Lâm Đồng;Region de Blao (Haute Lagna). Prov.: Lam Dong. Alt.: ~ 600 - 700 m. Vietnam;P01982077;Viet Nam;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;107.814;11.516;0;0;0;0;0;nan;P01982077;Schmid, M.;Schmid, M.
Pierre, L;;Pierre, L;<NA>;01/03/1874 - 31/03/1874;Đồng Nai;ad Bao Chiang in prov. Bien Hoa Cochinchinae;P01982078;Viet Nam;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;1;3;1874;;;;0;0;0;107.3167;10.9667;0;0;0;0;0;nan;P01982078;Pierre, L.;Pierre, L.
Pierre, L;;Pierre, L;<NA>;01/03/1877 - 31/03/1877;Đồng Nai;Ad Bao Chiang in prov. Bien Hoa Cochinchinae;P01982079;Viet Nam;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;1;3;1877;;;;0;0;0;107.3167;10.9667;0;0;0;0;0;nan;P01982079;Pierre, L.;Pierre, L.
Pierre, L;;Pierre, L;<NA>;01/03/1877 - 31/03/1877;Đồng Nai;ad Bao Chiang in prov. Bien Hoa. Cochinchinae;P01982080;Viet Nam;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;1;3;1877;;;;0;0;0;107.3167;10.9667;0;0;0;0;0;nan;P01982080;Pierre, L.;Pierre, L.
Balansa, B;1475;nan;01/01/1994 - 31/12/1994;01/11/1885 - 30/11/1885;Quảng Ninh;Tonkin. Ouonbi, dans les bosquets;P01982082;Viet Nam;Goniothalamus;sp.;0;0;0;0;;;1;11;1885;1;1;1994;0;0;0;106.7740261;21.0414692;0;0;0;0;0;1475;P01982082;Balansa, B.;van Heusden, E.C.H.
Pirey, M de;64;nan;01/01/1994 - 31/12/1994;<NA>;Quảng Trị;Quang Tri. Annam;P01982083;Viet Nam;Goniothalamus;sp.;0;0;0;0;;;;;;1;1;1994;0;0;0;107.187;16.744;0;0;0;0;0;64;P01982083;Pirey, M. de;van Heusden, E.C.H.
Eberhardt;3079;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Thừa Thiên - Huế;Haute vallée du sông Thuy-Cam. Province : Thua-Thien;P01982084;Viet Nam;Goniothalamus;sp.;0;0;0;0;;;;;;1;11;2003;0;0;0;107.955;16.21;0;0;0;0;0;3079;P01982084;Eberhardt;Kessler, P.
Eberhardt;3079;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Thừa Thiên - Huế;Haute vallée du sông Thuy-Cam. Province : Thua-Thien;P01982085;Viet Nam;Goniothalamus;sp.;0;0;0;0;;;;;;1;11;2003;0;0;0;107.955;16.21;0;0;0;0;0;3079;P01982085;Eberhardt;Kessler, P.
Kostermans, A;842;Chaowasku, T;05/05/2006 - 05/05/2006;13/06/1946 - 16/06/1946;Kanchanaburi(กาญจนบุรี);Siam. Kwae Noi River Basin. south of Ka Tha Lai in Pan Paung River Valley, abt. 40 km. south east of Wangka. Alt. (m): 400-800;P01983599;Thaïlande;Miliusa;cuneata;0;0;0;0;;;13;6;1946;5;5;2006;0;0;0;98.63;15.084;0;0;0;0;0;842;P01983599;Kostermans, A.;Chaowasku, T.
Kerr, AFG;5011;Chaowasku, T;14/10/2005 - 14/10/2005;04/03/1921 - 04/03/1921;;Siam;P01983600;Thaïlande;Miliusa;cuneata;0;0;0;0;;;4;3;1921;14;10;2005;0;0;0;;;0;0;0;0;0;5011;P01983600;Kerr, A.F.G.;Chaowasku, T.
Larsen, K;3237;Chaowasku, T;04/05/2006 - 04/05/2006;10/08/1968 - 10/08/1968;Nakhon Ratchasima(นครราชสีมา);Thailand. Eastern : Eastern part of Khao Yai National Park. 80 km at the Korat-Sattahip highway. alt. 400 m.;P01983601;Thaïlande;Miliusa;campanulata;0;0;0;0;;;10;8;1968;4;5;2006;0;0;0;101.825;14.36;0;0;0;0;0;3237;P01983601;Larsen, K.;Chaowasku, T.
Kiah;35049;Chaowasku, T;04/05/2006 - 04/05/2006;25/03/1938 - 25/03/1938;Kedah;Malay Peninsula. Gunung Lang, Kedah;P01983602;Malaisie;Miliusa;campanulata;0;0;0;0;;;25;3;1938;4;5;2006;0;0;0;100.977;5.773;0;0;0;0;0;35049;P01983602;Kiah;Chaowasku, T.
Wiriadinata, H;551;Chaowasku, T;04/05/2006 - 04/05/2006;30/01/1980 - 30/01/1980;North Sumatra;N. Sumatra. Alur batu tajam. Bukit lawang. Bohorok;P01983603;Indonésie;Miliusa;campanulata;0;0;0;0;;;30;1;1980;4;5;2006;0;0;0;98.131;3.55;0;0;0;0;0;551;P01983603;Wiriadinata, H.;Chaowasku, T.
Niyomdham, C;322;Chaowasku, T;05/05/2006 - 05/05/2006;15/07/1979 - 15/07/1979;Ranong(ระนอง);"Thailand. Klong Bang Man, along stream, Kaper; Ranong. Altitude 100-250 m";P01983604;Thaïlande;Miliusa;campanulata;0;0;0;0;;;15;7;1979;5;5;2006;0;0;0;98.596;9.585;0;0;0;0;0;322;P01983604;Niyomdham, C.;Chaowasku, T.
Larsen, K;566;Chaowasku, T;05/05/2006 - 05/05/2006;20/07/1966 - 20/07/1966;Phitsanulok(พิษณุโลก);Thailand. Phitsanulok. Tung Salaeng Luang.;P01983605;Thaïlande;Miliusa;campanulata;0;0;0;0;;;20;7;1966;5;5;2006;0;0;0;100.883;16.578;0;0;0;0;0;566;P01983605;Larsen, K.;Chaowasku, T.
Geesink, R;6985;Chaowasku, T;04/05/2006 - 04/05/2006;25/05/1974 - 25/05/1974;Chaiyaphum(ชัยภูมิ);E. Thailand, prov. Chaiyaphum. between Ban Nam Phrom and Tunkamang. Alt. 700 m.;P01983606;Thaïlande;Miliusa;campanulata;0;0;0;0;;;25;5;1974;4;5;2006;0;0;0;102.0;15.666666666666666;0;0;0;0;0;6985;P01983606;Geesink, R.;Chaowasku, T.
Poilane;27128;nan;<NA>;13/01/1938 - 13/01/1938;Lai Châu;Tonkin : Lai chau;P01983607;Viet Nam;Miliusa;campanulata;0;0;0;0;;;13;1;1938;;;;0;0;0;103.452;22.4;0;0;0;0;0;27128;P01983607;Poilane;<NA>
Poilane;27128;nan;<NA>;13/01/1938 - 13/01/1938;Lai Châu;Tonkin : Lai Châu;P01983608;Viet Nam;Miliusa;campanulata;0;0;0;0;;;13;1;1938;;;;0;0;0;103.452;22.4;0;0;0;0;0;27128;P01983608;Poilane;<NA>
Poilane;27128;nan;<NA>;<NA>;Lai Châu;Tonkin : Lai Chau;P01983609;Viet Nam;Miliusa;campanulata;0;0;0;0;;;;;;;;;0;0;0;103.452;22.4;0;0;0;0;0;27128;P01983609;Poilane;<NA>
Poilane;27128;nan;<NA>;13/01/1938 - 13/01/1938;Lai Châu;Tonkin : Lai Châu;P01983610;Viet Nam;Miliusa;campanulata;0;0;0;0;;;13;1;1938;;;;0;0;0;103.452;22.4;0;0;0;0;0;27128;P01983610;Poilane;<NA>
Ambriansyah, A;1694;nan;<NA>;07/04/1996 - 07/04/1996;East Kalimantan;Indonesia, East Kalimantan, KPC area. East Bengalon, Kuari area, km 13-14. Alt. 110 m.;P01983637;Indonésie;Trivalvaria;sp.;0;0;0;0;;;7;4;1996;;;;0;0;0;117.56283333333333;0.8240333333333333;0;0;0;0;0;1694;P01983637;Ambriansyah, A.;<NA>
Deverre;209;nan;<NA>;19/06/1984 - 19/06/1984;Sabah;Sabah. 3 km after cross road Tamau - Sempornah, to Tamau;P01983643;Malaisie;Trivalvaria;sp.;0;0;0;0;;;19;6;1984;;;;0;0;0;118.187;4.428;0;0;0;0;0;209;P01983643;Deverre;<NA>
Zollinger;1510;Kessler, P;09/09/1985 - 09/09/1985;<NA>;;Planta Javanica;P01983661;Indonésie;Trivalvaria;sp.;0;0;0;0;;;;;;9;9;1985;0;0;0;;;0;0;0;0;0;1510;P01983661;Zollinger;Kessler, P.
Poilane, E;23582;nan;<NA>;04/03/1934 - 04/03/1934;Hồ Chí Minh;Cochinchine : en bordure de l'oroyo de l'avalanche derrière l'Institut Saïgon;P01983731;Viet Nam;Annona;glabra;0;0;0;0;;;4;3;1934;;;;0;0;0;106.7017555;10.7758439;0;0;0;0;0;23582;P01983731;Poilane, E.;<NA>
Poilane, E;23582;Rainer, H;21/12/2007 - 21/12/2007;04/03/1934 - 04/03/1934;Hồ Chí Minh;Cochinchine : en bordure de l'aroyo de l'avalanche, derrière l'Institut. Saïgon;P01983732;Viet Nam;Annona;glabra;0;0;0;0;;;4;3;1934;21;12;2007;0;0;0;106.707;10.789;0;0;0;0;0;23582;P01983732;Poilane, E.;Rainer, H.
Vu, VC;1299;Rainer, H;07/02/2008 - 07/02/2008;01/04/1960 - 30/04/1960;Đồng Nai;An thit Biên hoa;P01983733;Viet Nam;Annona;glabra;0;0;0;0;;;1;4;1960;7;2;2008;0;0;0;106.8536492;10.9569454;0;0;0;0;0;1299;P01983733;Vu, V.C.;Rainer, H.
Poilane, E;20862;Kessler, P;06/09/1985 - 06/09/1985;19/07/1932 - 19/07/1932;Đồng Nai;Cochinchine : pro: de Bien hoa;P01983734;Viet Nam;Annona;glabra;0;0;0;0;;;19;7;1932;6;9;1985;0;0;0;106.8536492;10.9569454;0;0;0;0;0;20862;P01983734;Poilane, E.;Kessler, P.
Poilane, E;23582;nan;<NA>;04/03/1934 - 04/03/1934;Hồ Chí Minh;Cochinchine : en bordure de l'Aroyo de l'avalanche, derrière l'Institut. Saïgon;P01983737;Viet Nam;Annona;glabra;0;0;0;0;;;4;3;1934;;;;0;0;0;106.707;10.789;0;0;0;0;0;23582;P01983737;Poilane, E.;<NA>
Beccari, O;1621;nan;<NA>;<NA>;;Bornéo.;P01983762;<NA>;Polyalthia;oblonga;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1621;P01983762;Beccari, O.;<NA>
David, B;124;David, B;<NA>;22/04/1986 - 22/04/1986;Selangor;Malaya. Route Genting, Selangor;P01983763;Malaisie;Polyalthia;obliqua;0;0;0;0;;;22;4;1986;;;;0;0;0;101.725;3.43;0;0;0;0;0;124;P01983763;David, B.;David, B.
Kostermans, A;6844;Kessler;01/11/2003 - 30/11/2003;12/05/1952 - 12/05/1952;East Kalimantan;"East Borneo; Loa Haur region, west of Samarinda. 60 m alt.";P01983764;Indonésie;Polyalthia;obliqua;0;0;0;0;;;12;5;1952;1;11;2003;0;0;0;117.047;-0.597;0;0;0;0;0;6844;P01983764;Kostermans, A.;Kessler
Elmer, ADE;13621;Kessler, P;01/11/2003 - 30/11/2003;01/08/1912 - 31/08/1912;Agusan del Norte;Philippine Islands. Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao;P01983765;Philippines;Polyalthia;obliqua;0;0;0;0;;;1;8;1912;1;11;2003;0;0;0;125.5322203;9.1232986;0;0;0;0;0;13621;P01983765;Elmer, A.D.E.;Kessler, P.
Kostermans, A;5009;Kessler, P;01/05/2004 - 31/05/2004;06/06/1951 - 06/06/1951;East Kalimantan;"East Borneo; E. Kutei. Sg. Menubar region. 10 m alt.";P01983766;Indonésie;Polyalthia;obliqua;0;0;0;0;;;6;6;1951;1;5;2004;0;0;0;118.474;0.895;0;0;0;0;0;5009;P01983766;Kostermans, A.;Kessler, P.
Forbes, HO;1577;Kessler, P;01/11/2003 - 30/11/2003;01/01/1881 - 31/12/1882;;Sumatra;P01983767;Indonésie;Polyalthia;obliqua;0;0;0;0;;;1;1;1881;1;11;2003;0;0;0;;;0;0;0;0;0;1577;P01983767;Forbes, H.O.;Kessler, P.
Forbes, HO;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;;Malaisie;P01983768;Malaisie;Polyalthia;obliqua;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;;;0;0;0;0;0;nan;P01983768;Forbes, H.O.;Kessler, P.
Forbes, HO;1643;Kessler, P;01/05/2004 - 31/05/2004;01/01/1881 - 31/12/1882;;Sumatra;P01983769;Indonésie;Polyalthia;obliqua;0;0;0;0;;;1;1;1881;1;5;2004;0;0;0;;;0;0;0;0;0;1643;P01983769;Forbes, H.O.;Kessler, P.
Kostermans, A;5915;Kessler, P;01/05/2004 - 31/05/2004;27/07/1951 - 27/07/1951;East Kalimantan;"East Borneo; E. Kutei. Kaliurang, G. Sekrat, S. of Sangkulirang. 100/200 m alt.";P01983770;Indonésie;Polyalthia;obliqua;0;0;0;0;;;27;7;1951;1;5;2004;0;0;0;117.826;0.838;0;0;0;0;0;5915;P01983770;Kostermans, A.;Kessler, P.
Pierre, L;1762;Pierre, L;<NA>;01/02/1877 - 28/02/1877;Đồng Nai;in sylvis ad Song lu in prov. Bien Hoa.;P02030976;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;2;1877;;;;0;0;0;107.133;11.0;0;0;0;0;0;1762;P02030976;Pierre, L.;Pierre, L.
Pierre, L;1756;Kessler, P;01/11/2003 - 30/11/2003;01/12/1867 - 31/12/1867;An Giang;In montibus Dai in prov. Chaudoc Cochinchinae.;P02030977;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;12;1867;1;11;2003;0;0;0;104.9333;10.4667;0;0;0;0;0;1756;P02030977;Pierre, L.;Kessler, P.
Pierre, L;1506;Kessler, P;<NA>;01/03/1876 - 31/03/1876;Hồ Chí Minh;in vicinibus Saïgon Cochinchinae.;P02030978;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;3;1876;;;;0;0;0;106.7017555;10.7758439;0;0;0;0;0;1506;P02030978;Pierre, L.;Kessler, P.
Pierre, L;1795;Pierre, L;<NA>;01/07/1877 - 31/07/1877;Đồng Nai;ad Baochan;P02030979;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;7;1877;;;;0;0;0;107.3167;10.9667;0;0;0;0;0;1795;P02030979;Pierre, L.;Pierre, L.
Pierre, L;1795;Pierre, L;<NA>;01/07/1877 - 31/07/1877;Đồng Nai;ad Bao Chan in prov. Bien Hoa. Cochinchinae;P02030980;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;7;1877;;;;0;0;0;107.3167;10.9667;0;0;0;0;0;1795;P02030980;Pierre, L.;Pierre, L.
Pierre, L;1762;Pierre, L;<NA>;01/02/1877 - 28/02/1877;Đồng Nai;in sylvis ad Song lu in prov. Bien Hoa.;P02030981;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;2;1877;;;;0;0;0;107.133;11.0;0;0;0;0;0;1762;P02030981;Pierre, L.;Pierre, L.
Poilane;1579;Kessler;01/11/2003 - 30/11/2003;08/06/1920 - 08/06/1920;Đà Nẵng;Annam : Bana;P02030982;Viet Nam;Polyalthia;sp.;0;0;0;0;;;8;6;1920;1;11;2003;0;0;0;107.989;15.998;0;0;0;0;0;1579;P02030982;Poilane;Kessler
Poilane;1025;nan;<NA>;16/02/1920 - 16/02/1920;Thừa Thiên - Huế;Annam : Hoi mit pro. de Thua Thiên. 1000 m d'alt.;P02030983;Viet Nam;Polyalthia;sp.;0;0;0;0;;;16;2;1920;;;;0;0;0;108.037;16.2185;0;0;0;0;0;1025;P02030983;Poilane;<NA>
Poilane;1025;nan;<NA>;16/02/1920 - 16/02/1920;Thừa Thiên - Huế;Annam : Hoi mit pro/ce de Thua thien. 1000 m d'alt.;P02030984;Viet Nam;Polyalthia;sp.;0;0;0;0;;;16;2;1920;;;;0;0;0;108.037;16.2185;0;0;0;0;0;1025;P02030984;Poilane;<NA>
Poilane;2543;Kessler, P;09/09/1985 - 09/09/1985;13/02/1921 - 13/02/1921;Đồng Nai;Cochinchine : Environ de Giaray;P02030985;Viet Nam;Polyalthia;sp.;0;0;0;0;;;13;2;1921;9;9;1985;0;0;0;107.4039272;10.923803;0;0;0;0;0;2543;P02030985;Poilane;Kessler, P.
Poilane;1025;nan;<NA>;16/02/1920 - 16/02/1920;Thừa Thiên - Huế;Annam : Hoi mit pro/ce de Thua-thien. 1000 m d'alt.;P02030986;Viet Nam;Polyalthia;sp.;0;0;0;0;;;16;2;1920;;;;0;0;0;108.0483;16.22;0;0;0;0;0;1025;P02030986;Poilane;<NA>
Poilane;2947;Kessler, P;06/09/1985 - 06/09/1985;11/04/1922 - 11/04/1922;Khánh Hòa;Annam : Ile Tre près de Nhatrang, partie sud de l'ile;P02030987;Viet Nam;Polyalthia;sp.;0;0;0;0;;;11;4;1922;6;9;1985;0;0;0;109.284;12.19;0;0;0;0;0;2947;P02030987;Poilane;Kessler, P.
Poilane;2543;Kessler, P;09/09/1985 - 09/09/1985;01/02/1921 - 28/02/1921;Đồng Nai;[Cochinchine, Gia Ray pro. de Bien Hoa];P02030988;Viet Nam;Polyalthia;sp.;0;0;0;0;;;1;2;1921;9;9;1985;0;0;0;107.402;10.926;0;0;0;0;0;2543;P02030988;Poilane;Kessler, P.
Poilane;4658;Kessler, P;09/09/1985 - 09/09/1985;22/09/1922 - 22/09/1922;Khánh Hòa;Annam: Hoa Cat près Nhatrang. Près du Tram de Hoa Cat a 14 kilos. ay nord de Nhatrang et a 1 kilo de la mer;P02030989;Viet Nam;Polyalthia;sp.;0;0;0;0;;;22;9;1922;9;9;1985;0;0;0;109.184;12.35;0;0;0;0;0;4658;P02030989;Poilane;Kessler, P.
Loc, PK;CBL 1379;Chaowasku, T;05/05/2006 - 05/05/2006;15/04/1999 - 15/04/1999;Cao Bằng;Vietnam. Cao Bang. Distr. Bao Lac, municipality Dinh Phung, Nam Linh Mt. 1350-1400 m;P02032243;Viet Nam;Fissistigma;sp.;0;0;0;0;CBL;;15;4;1999;5;5;2006;0;0;0;105.81666666666666;22.783333333333335;0;0;0;0;0;1379;P02032243;Loc, P.K.;Chaowasku, T.
Lau, SK;101;Merrill, ED;<NA>;16/06/1932 - 16/06/1932;Hainan(海南);Hainan. Yeung Ling Shan (Ngai District);P02032246;Chine;Fissistigma;sp.;0;0;0;0;;;16;6;1932;;;;0;0;0;109.171;18.31;0;0;0;0;0;101;P02032246;Lau, S.K.;Merrill, E.D.
Eberhardt;4304;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Hòa Bình;Indochine. Mai-Ha. Province : Hoa-Binh;P02032247;Viet Nam;Fissistigma;sp.;0;0;0;0;;;;;;1;11;2003;0;0;0;105.017;20.617;0;0;0;0;0;4304;P02032247;Eberhardt;Kessler, P.
Eberhardt;4455;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Phú Thọ;Indochine. Phu Tho. Province : Phu Tho;P02032248;Viet Nam;Fissistigma;sp.;0;0;0;0;;;;;;1;11;2003;0;0;0;105.2238899;21.4000047;0;0;0;0;0;4455;P02032248;Eberhardt;Kessler, P.
Robinson;1987;Kessler, P;01/11/2003 - 30/11/2003;01/12/1924 - 01/12/1924;Lâm Đồng;de Dalat à l'arboretum;P02032249;Viet Nam;Fissistigma;sp.;0;0;0;0;;;1;12;1924;1;11;2003;0;0;0;108.4375758;11.9402416;0;0;0;0;0;1987;P02032249;Robinson;Kessler, P.
Averyanov, L;VH 1634;Kessler, P;01/11/2003 - 30/11/2003;14/11/1995 - 14/11/1995;Kon Tum;S. Vietnam, Prov. Kon Tum, Distr. Dak Gley, about 12 km to N of Dak Gley town (24 km by road), near Mang Khen village. 1100-1200 m alt.;P02032250;Viet Nam;Fissistigma;sp.;0;0;0;0;VH;;14;11;1995;1;11;2003;0;0;0;107.752;15.166;0;0;0;0;0;1634;P02032250;Averyanov, L.;Kessler, P.
Averyanov, L;VH 2347;Kessler, P;01/11/2003 - 30/11/2003;06/12/1995 - 06/12/1995;Kon Tum;S. Vietnam, Prov. Kon Tum, Distr. Dak Gley, about 10-12 km to the SE of Dak Gley town (4-6 km to the E of Dak Tung village). at 900-1100 m alt.;P02032251;Viet Nam;Fissistigma;sp.;0;0;0;0;VH;;6;12;1995;1;11;2003;0;0;0;107.78;15.01;0;0;0;0;0;2347;P02032251;Averyanov, L.;Kessler, P.
Wiart, C;4418;Kessler;01/05/2004 - 31/05/2004;22/09/1994 - 22/09/1994;Johor;Malaysia. Mersing.;P02032252;Malaisie;Fissistigma;sp.;0;0;0;0;;;22;9;1994;1;5;2004;0;0;0;103.835494;2.4298532;0;0;0;0;0;4418;P02032252;Wiart, C.;Kessler
Fleury, F;32228;Kessler, P;01/11/2003 - 30/11/2003;20/04/1914 - 21/04/1914;Phú Thọ;Tonkin: Province de Phù-Tho: Réserve forestière de Chân-Mông.;P02032253;Viet Nam;Fissistigma;sp.;0;0;0;0;;;20;4;1914;1;11;2003;0;0;0;105.2081336954143;21.53972798415641;0;0;0;0;0;32228;P02032253;Fleury, F.;Kessler, P.
Fleury, F;32228;Kessler, P;01/11/2003 - 30/11/2003;20/04/1914 - 21/04/1914;Phú Thọ;Tonkin :Province de Phu-Tho. Réserve forestière de Chân Mông.;P02032254;Viet Nam;Fissistigma;sp.;0;0;0;0;;;20;4;1914;1;11;2003;0;0;0;105.2081;21.5397;0;0;0;0;0;32228;P02032254;Fleury, F.;Kessler, P.
Steward, AN;846;nan;<NA>;21/08/1933 - 21/08/1933;Guangxi(广西);Kwangsi Province, China. Ta Tseh Tsuen. Yung Hsien. Alt. 540 m.;P02032255;Chine;Fissistigma;sp.;0;0;0;0;;;21;8;1933;;;;0;0;0;110.546;22.858;0;0;0;0;0;846;P02032255;Steward, A.N.;<NA>
Cavalerie;;Kessler, P;26/10/1989 - 26/10/1989;<NA>;Guizhou(贵州);Chine : Kouy-tcheou. Pin-fa ?;P02032256;Chine;Fissistigma;sp.;0;0;0;0;<NA>;<NA>;;;;26;10;1989;0;0;0;105.6826;25.7707;0;0;0;0;0;nan;P02032256;Cavalerie;Kessler, P.
Cavalerie, J;2994;Kessler, P;26/10/1989 - 26/10/1989;01/04/1908 - 30/04/1908;Guizhou(贵州);Chine (Province de Kouy-Tchéou). Lo fou.;P02032257;Chine;Fissistigma;sp.;0;0;0;0;;;1;4;1908;26;10;1989;0;0;0;106.7514;25.4248;0;0;0;0;0;2994;P02032257;Cavalerie, J.;Kessler, P.
Lei, CI;407;Merrill, ED;<NA>;25/02/1933 - 25/02/1933;Hainan(海南);Hainan. Pak Shik Ling and vicinity. Ku Tung Village (Ching Mai District);P02032258;Chine;Fissistigma;sp.;0;0;0;0;;;25;2;1933;;;;0;0;0;110.0066;19.738;0;0;0;0;0;407;P02032258;Lei, C.I.;Merrill, E.D.
Tsang, WT;23072;nan;<NA>;23/10/1933 - 23/10/1933;Guangxi(广西);Kwangsi. Po Yam Shan (along Kwantung border) near Tai Chung village (Sun-to District);P02032259;Chine;Fissistigma;sp.;0;0;0;0;;;23;10;1933;;;;0;0;0;111.717;23.991;0;0;0;0;0;23072;P02032259;Tsang, W.T.;<NA>
