recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby
Merrill, ED;9632;Merrill, ED;<NA>;01/05/1913 - 31/05/1913;Palawan;Philippines. Palawan. Malampaya Bay;P02029192;Philippines;Artabotrys;sp.;0;0;0;0;;;1;5;1913;;;;0;0;0;119.412;10.799;0;0;9632;P02029192;Merrill, E.D.;Merrill, E.D.
Loher, A;34;Kessler, P;09/09/1985 - 09/09/1985;<NA>;Rizal;Rio Puray junto del sitio Jabaciuhan malaqui. Luzon central;P02029196;Philippines;Artabotrys;sp.;0;0;0;0;;;;;;9;9;1985;0;0;0;121.155;14.749;0;0;34;P02029196;Loher, A.;Kessler, P.
Borden, TE;2950;nan;<NA>;01/03/1905 - 31/03/1905;Bataan;Philippines. Lamao River, Mt. Mariveles, Province of Batan, Luzon.;P02029202;Philippines;Artabotrys;cumingianus;0;0;0;0;;;1;3;1905;;;;0;0;0;120.521;14.517;0;0;2950;P02029202;Borden, T.E.;<NA>
Whitford, HN;4;nan;<NA>;01/04/1904 - 30/04/1904;Bataan;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;P02029203;Philippines;Artabotrys;cumingianus;0;0;0;0;;;1;4;1904;;;;0;0;0;120.511;14.52;0;0;4;P02029203;Whitford, H.N.;<NA>
Ramos, M;;nan;<NA>;01/04/1921 - 30/04/1921;Occidental Mindoro;Philippines. Paluan. Mindoro;P02029204;Philippines;Artabotrys;cumingianus;0;0;0;0;<NA>;<NA>;1;4;1921;;;;0;0;0;120.4623373;13.4155816;0;0;nan;P02029204;Ramos, M.;<NA>
Ramos, M;;nan;<NA>;01/09/1926 - 31/10/1926;Quezon;Philippines Alabat Island;P02029205;Philippines;Artabotrys;cumingianus;0;0;0;0;<NA>;<NA>;1;9;1926;;;;0;0;0;122.0147195;14.1057926;0;0;nan;P02029205;Ramos, M.;<NA>
Merrill, ED;9413;nan;<NA>;01/05/1913 - 31/05/1913;Palawan;Philippines. Malampaya Bay. Palawan;P00411188;Philippines;Oxymitra;philippinensis;0;0;0;0;;;1;5;1913;;;;0;0;0;119.418;10.778;0;0;9413;P00411188;Merrill, E.D.;<NA>
Merrill, ED;9413;Kessler, P;01/11/2003 - 30/11/2003;01/05/1913 - 31/05/1913;Palawan;Philippines. Malampaya Bay. Palawan;P00411189;Philippines;Friesodielsia;philippinensis;0;0;0;0;;;1;5;1913;1;11;2003;0;0;0;119.418;10.778;0;0;9413;P00411189;Merrill, E.D.;Kessler, P.
Elmer, ADE;13946;Kessler, P;01/06/2004 - 30/06/2004;01/09/1912 - 30/09/1912;Agusan del Norte;Philippine Islands. Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao.;P00411198;Philippines;Friesodielsia;paucinervia;0;0;0;0;;;1;9;1912;1;6;2004;0;0;0;125.532318;9.1231657;0;0;13946;P00411198;Elmer, A.D.E.;Kessler, P.
Ramos, M;30873;nan;<NA>;01/04/1918 - 31/05/1918;Capiz;Philippines. Jamindan. Capiz Province. Panay;P00732323;Philippines;Polyalthia;dolichophylla;0;0;0;0;;;1;4;1918;;;;0;0;0;122.5105924;11.4089123;0;0;30873;P00732323;Ramos, M.;<NA>
Elmer, ADE;13611;Elmer, ADE;<NA>;01/08/1912 - 31/08/1912;Agusan del Norte;Philippine Islands. Cabadbaran (Mt. Urdaneta), province of Agusan, island of Mindanao;P00732347;Philippines;Polyalthia;pinnatinervia;0;0;0;0;;;1;8;1912;;;;0;0;0;125.532318;9.1231657;0;0;13611;P00732347;Elmer, A.D.E.;Elmer, A.D.E.
Ramos, M;1660;Merrill, ED;<NA>;01/04/1914 - 30/04/1914;Eastern Visayas (Region VIII);Philippine plants. Samar;P00732348;Philippines;Polyalthia;ramosii;0;0;0;0;;;1;4;1914;;;;0;0;0;125.11;11.96;0;0;1660;P00732348;Ramos, M.;Merrill, E.D.
Ramos, M;;nan;<NA>;01/06/1922 - 30/06/1922;Oriental Mindoro;Philippines. Pinamalayan. Mindoro.;P00732383;Philippines;Friesodielsia;mindorensis;0;0;0;0;<NA>;<NA>;1;6;1922;;;;0;0;0;121.4801563;13.0386691;0;0;nan;P00732383;Ramos, M.;<NA>
Ramos, M;1640;nan;01/01/1994 - 31/12/1994;01/04/1914 - 30/04/1914;Eastern Visayas (Region VIII);Philippines. Samar;P01753467;Philippines;Meiogyne;virgata;0;0;0;0;;;1;4;1914;1;1;1994;0;0;0;125.11;11.96;0;0;1640;P01753467;Ramos, M.;van Heusden, E.C.H.
Sablaya, M;23;nan;01/01/1994 - 31/12/1994;01/02/1916 - 31/03/1916;Northern Samar;Philippine Islands. Catubig River. Samar;P01753468;Philippines;Meiogyne;virgata;0;0;0;0;;;1;2;1916;1;1;1994;0;0;0;125.03;12.467;0;0;23;P01753468;Sablaya, M.;van Heusden, E.C.H.
Reillo, J;;nan;<NA>;01/09/1912 - 31/10/1912;Zamboanga del Sur;Philippines. Santa Maria. District of Zamboanga. Mindanao;P01964271;Philippines;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;9;1912;;;;0;0;0;122.0655;6.933;0;0;nan;P01964271;Reillo, J.;<NA>
Cumming;1424;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P01964273;Philippines;Uvaria;sp.;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;1424;P01964273;Cumming;<NA>
Barthe;;nan;<NA>;01/01/1857 - 31/12/1857;National Capital Region (NCR);Manille;P01964274;Philippines;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1857;;;;0;0;0;120.9809674;14.5907332;0;0;nan;P01964274;Barthe;<NA>
Merrill, ED;9666;Merrill, ED;<NA>;01/05/1914 - 31/05/1914;Benguet;Philippines. Benguet Subprovince. Luzon;P01964275;Philippines;Uvaria;sp.;0;0;0;0;;;1;5;1914;;;;0;0;0;121.07;14.797;0;0;9666;P01964275;Merrill, E.D.;Merrill, E.D.
Loher, A;55;nan;<NA>;30/11/1896 - 30/11/1896;National Capital Region (NCR);Herbarium Philippinense. Manila. Luzon central;P01964276;Philippines;Uvaria;sp.;0;0;0;0;;;30;11;1896;;;;0;0;0;120.9809674;14.5907332;0;0;55;P01964276;Loher, A.;<NA>
Loher;;nan;<NA>;<NA>;;Herb Philippinense;P01964277;Philippines;Uvaria;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01964277;Loher;<NA>
Loher, A;56;nan;<NA>;<NA>;Central Luzon (Region III);Herbarium Philippinense. Luzon central;P01964279;Philippines;Uvaria;sp.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;56;P01964279;Loher, A.;<NA>
Curran, HM;10401;Kessler;01/06/2004 - 30/06/2004;01/05/1908 - 31/05/1908;Quezon;Philippines. Tayabas Prov., Luzon;P01981753;Philippines;Cyathocalyx;globosus;0;0;0;0;;;1;5;1908;1;6;2004;0;0;0;121.5918364;14.0263471;0;0;10401;P01981753;Curran, H.M.;Kessler
Cumming;1495;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P02029214;Philippines;Artabotrys;hamatus;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;1495;P02029214;Cumming;<NA>
Barthe;;nan;<NA>;01/01/1857 - 31/12/1857;National Capital Region (NCR);Manille;P02029215;Philippines;Artabotrys;hamatus;0;0;0;0;<NA>;<NA>;1;1;1857;;;;0;0;0;120.981;14.591;0;0;nan;P02029215;Barthe;<NA>
Ramos, M;29533;nan;<NA>;01/07/1917 - 31/07/1917;Rizal;Philippines. Antipolo. Province of Rizal. Luzon;P02029217;Philippines;Artabotrys;rolfei;0;0;0;0;;;1;7;1917;;;;0;0;0;121.1758611;14.5870262;0;0;29533;P02029217;Ramos, M.;<NA>
Ramos, M;23858;nan;<NA>;01/09/1915 - 30/09/1915;Rizal;Philippines. Province of Rizal. Luzon;P02029218;Philippines;Artabotrys;rolfei;0;0;0;0;;;1;9;1915;;;;0;0;0;121.25;14.65;0;0;23858;P02029218;Ramos, M.;<NA>
Merrill, ED;1381;nan;<NA>;01/05/1913 - 31/05/1913;Palawan;Philippine plants. Palawan.;P02029219;Philippines;Artabotrys;rolfei;0;0;0;0;;;1;5;1913;;;;0;0;0;118.75;10.0;0;0;1381;P02029219;Merrill, E.D.;<NA>
Reillo, J;16357;nan;<NA>;01/09/1912 - 30/09/1912;Basilan;Philippines. Basilan;P02029220;Philippines;Artabotrys;rolfei;0;0;0;0;;;1;9;1912;;;;0;0;0;122.035;6.579;0;0;16357;P02029220;Reillo, J.;<NA>
Elmer, ADE;17363;nan;<NA>;01/09/1916 - 30/09/1916;Sorsogon;Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon;P02029221;Philippines;Artabotrys;rolfei;0;0;0;0;;;1;9;1916;;;;0;0;0;124.056;12.768;0;0;17363;P02029221;Elmer, A.D.E.;<NA>
Merrill, ED;3300;nan;<NA>;01/10/1903 - 31/10/1903;Bataan;Philippines. Lamao River, Mt. Mariveles. Province de Bataan Luzon;P02029222;Philippines;Artabotrys;rolfei;0;0;0;0;;;1;10;1903;;;;0;0;0;120.511;14.52;0;0;3300;P02029222;Merrill, E.D.;<NA>
Elmer, ADE;12942;Elmer, ADE;<NA>;01/04/1911 - 30/04/1911;Palawan;Philippine. Puerto Princesa (Mt. Pulgar), Province of Palawan. Island of Palawan.;P02029223;Philippines;Artabotrys;rolfei;0;0;0;0;;;1;4;1911;;;;0;0;0;118.60410690307617;9.791415797696828;0;0;12942;P02029223;Elmer, A.D.E.;Elmer, A.D.E.
Ramos, M;30949;nan;<NA>;01/04/1918 - 31/05/1918;Capiz;Philippines. Jamindan. Capiz province. Panay;P02029224;Philippines;Artabotrys;sp.;0;0;0;0;;;1;4;1918;;;;0;0;0;122.5105924;11.4089123;0;0;30949;P02029224;Ramos, M.;<NA>
Ramos, M;30153;nan;<NA>;14/11/1917 - 11/12/1917;Catanduanes;Philippines. Catanduanes;P02029225;Philippines;Artabotrys;luteus;0;0;0;0;;;14;11;1917;;;;0;0;0;124.25;13.833;0;0;30153;P02029225;Ramos, M.;<NA>
Ramos, M;45432;nan;<NA>;01/05/1925 - 30/06/1925;Sorsogon;Philippines. Casiguran. Tayabas Province. Luzon;P02029226;Philippines;Artabotrys;luteus;0;0;0;0;;;1;5;1925;;;;0;0;0;124.0067371;12.8719998;0;0;45432;P02029226;Ramos, M.;<NA>
Ridsdale;ISU 384;Kessler;<NA>;07/04/1992 - 07/04/1992;Cagayan Valley (Region II);Philippines, Palanan area, N.E. Luzon. Digallorin, Divinisa camp site. Alt. 50 m.;P02006095;Philippines;Xylopia;sp.;0;0;0;0;ISU;;7;4;1992;;;;0;0;0;122.43333333333334;16.833333333333332;0;0;384;P02006095;Ridsdale;Kessler
Ridsdale;ISU 360;Kessler;<NA>;05/04/1992 - 05/04/1992;Isabela;Philippines. Palanan area, N.E. Luzon. Digallorin, Divinisa camp site. Alt. 50 m.;P02006105;Philippines;Xylopia;sp.;0;0;0;0;ISU;;5;4;1992;;;;0;0;0;122.43333333333334;16.833333333333332;0;0;360;P02006105;Ridsdale;Kessler
Elmer, ADE;13535;Elmer, ADE;<NA>;01/08/1912 - 31/08/1912;Agusan del Norte;Philippine islands. Cabadbaran (Mt. Urdaneta), province of Agusan. Island of Mindanao;P00732402;Philippines;Goniothalamus;epiphyticus;0;0;0;0;;;1;8;1912;;;;0;0;0;125.5322203;9.1232986;0;0;13535;P00732402;Elmer, A.D.E.;Elmer, A.D.E.
Ramos, M;23680;nan;<NA>;01/09/1915 - 30/09/1915;Sorsogon;Philippines. Bulusan volcano. Province of Sorsogon. Luzon;P00732406;Philippines;Goniothalamus;oblongipetalus;0;0;0;0;;;1;9;1915;;;;0;0;0;124.05361111111111;12.76888888888889;0;0;23680;P00732406;Ramos, M.;<NA>
Ramos, M;39519;Lerat, E;01/01/2010 - 31/12/2010;01/04/1921 - 30/04/1921;Occidental Mindoro;Philippines. Paluan. Mindoro;P00732408;Philippines;Goniothalamus;puncticulifolius;0;0;0;0;;;1;4;1921;1;1;2010;0;0;0;120.4623373;13.4155816;0;0;39519;P00732408;Ramos, M.;Lerat, E.
Ramos, M;39676;Lerat, E;01/01/2010 - 31/12/2010;01/04/1921 - 30/04/1921;Occidental Mindoro;Philippines. Paluan. Mindoro;P00732409;Philippines;Goniothalamus;puncticulifolius;0;0;0;0;;;1;4;1921;1;1;2010;0;0;0;120.4623373;13.4155816;0;0;39676;P00732409;Ramos, M.;Lerat, E.
Elmer, ADE;12471;Elmer, ADE;<NA>;01/05/1910 - 31/05/1910;Capiz;Philippine Islands. Magallanes (Mt. Giting-Giting), province of Capiz. Island of Sibuyan.;P00734860;Philippines;Xylopia;densifolia;0;0;0;0;;;1;5;1910;;;;0;0;0;122.568;12.414;0;0;12471;P00734860;Elmer, A.D.E.;Elmer, A.D.E.
Ramos, M;;nan;<NA>;01/10/1919 - 30/11/1919;Zamboanga Sibugay;Philippines. Malangas, Zamboanga District Mindanao;P01753513;Philippines;Desmos;chinensis;0;0;0;0;<NA>;<NA>;1;10;1919;;;;0;0;0;123.03388888888888;7.626388888888889;0;0;nan;P01753513;Ramos, M.;<NA>
Miranda, DP;20092;nan;<NA>;01/10/1912 - 31/10/1912;Basilan;Philippines. Basilan;P01753517;Philippines;Desmos;chinensis;0;0;0;0;;;1;10;1912;;;;0;0;0;121.897;6.591;0;0;20092;P01753517;Miranda, D.P.;<NA>
Cumming;2344;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P00734925;Philippines;Melodorum;prismaticum;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;2344;P00734925;Cumming;<NA>
Marche, A;234;Kessler, P;01/11/2003 - 30/11/2003;01/07/1884 - 31/07/1884;Palawan;Malbato. Ile Busuanga, Philippines;P01753526;Philippines;Desmos;chinensis;0;0;0;0;;;1;7;1884;1;11;2003;0;0;0;120.114;12.032;0;0;234;P01753526;Marche, A.;Kessler, P.
Marche, A;234;Kessler, P;01/11/2003 - 30/11/2003;01/07/1884 - 31/07/1884;Palawan;Malbato. Ile Busuanga, Philippines;P01753527;Philippines;Desmos;chinensis;0;0;0;0;;;1;7;1884;1;11;2003;0;0;0;120.118;12.026;0;0;234;P01753527;Marche, A.;Kessler, P.
Marche, A;234;Kessler, P;01/11/2003 - 30/11/2003;01/07/1884 - 31/07/1884;Palawan;Malbato. Ile Busuanga. Philippines;P01753528;Philippines;Desmos;chinensis;0;0;0;0;;;1;7;1884;1;11;2003;0;0;0;120.1175;12.029;0;0;234;P01753528;Marche, A.;Kessler, P.
Merrill, ED;9279;Kessler, P;01/05/2004 - 31/05/2004;01/05/1913 - 31/05/1913;Palawan;Philippines. Taytay, Palawan;P01753529;Philippines;Desmos;chinensis;0;0;0;0;;;1;5;1913;1;5;2004;0;0;0;119.5159199;10.8264031;0;0;9279;P01753529;Merrill, E.D.;Kessler, P.
Ramos;43175;nan;<NA>;01/10/1923 - 31/10/1923;Bohol;Philippines. Bohol;P01986066;Philippines;Friesodielsia;longiflora;0;0;0;0;;;1;10;1923;;;;0;0;0;124.17;9.83;0;0;43175;P01986066;Ramos;<NA>
Cuming;1586;Kessler, P;06/03/1986 - 06/03/1986;<NA>;National Capital Region (NCR);Manille;P00432325;Philippines;Orophea;corymbosa;0;0;0;0;;;;;;6;3;1986;0;0;0;120.9809674;14.5907332;0;0;1586;P00432325;Cuming;Kessler, P.
Elmer, ADE;13099;Kessler, P;08/03/1984 - 08/03/1984;01/04/1911 - 30/04/1911;Palawan;Philippine Islands. Puerto Princesa (Mt. Pulgar), Provinve of Palawan, island of Palawan.;P00432326;Philippines;Orophea;cumingiana;0;0;0;0;;;1;4;1911;8;3;1984;0;0;0;118.604;9.792;0;0;13099;P00432326;Elmer, A.D.E.;Kessler, P.
Elmer, ADE;16312;Kessler, P;08/03/1984 - 08/03/1984;01/06/1916 - 30/06/1916;Sorsogon;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon;P00432327;Philippines;Orophea;cumingiana;0;0;0;0;;;1;6;1916;8;3;1984;0;0;0;124.055;12.766;0;0;16312;P00432327;Elmer, A.D.E.;Kessler, P.
Cumming;2340;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P00750872;Philippines;Fissistigma;fulgens;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;2340;P00750872;Cumming;<NA>
Ramos, M;;nan;<NA>;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol;P00750907;Philippines;Haplostichanthus;lanceolata;0;0;0;0;<NA>;<NA>;1;8;1923;;;;0;0;0;124.1668297;9.8334673;0;0;nan;P00750907;Ramos, M.;<NA>
Barthe;;nan;<NA>;01/01/1857 - 31/12/1857;National Capital Region (NCR);Manille;P01765041;Philippines;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1857;;;;0;0;0;120.9809674;14.5907332;0;0;nan;P01765041;Barthe;<NA>
Elmer, ADE;13012;nan;<NA>;01/04/1911 - 30/04/1911;Palawan;Philippine Islands. Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;P01964939;Philippines;Mitrephora;lanotan;0;0;0;0;;;1;4;1911;;;;0;0;0;118.7350414;9.7376025;0;0;13012;P01964939;Elmer, A.D.E.;<NA>
Elmer, ADE;17834;nan;<NA>;01/06/1917 - 31/07/1917;Laguna;Philippine islands. Los Baños (Mt. Maquiling), Province of Laguna, Island of Luzon;P01965432;Philippines;<NA>;indet.;0;0;0;0;;;1;6;1917;;;;0;0;0;121.199;14.134;0;0;17834;P01965432;Elmer, A.D.E.;<NA>
Ridsdale;ISU 378;Kessler;<NA>;07/04/1992 - 07/04/1992;Isabela;Philippines. Palanan area, N.E. Luzon. Digallorin, Divinisa camp site. Alt. 50 m.;P01982072;Philippines;Goniothalamus;sp.;0;0;0;0;ISU;;7;4;1992;;;;0;0;0;122.43333333333334;16.833333333333332;0;0;378;P01982072;Ridsdale;Kessler
Elmer, ADE;13621;Kessler, P;01/11/2003 - 30/11/2003;01/08/1912 - 31/08/1912;Agusan del Norte;Philippine Islands. Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao;P01983765;Philippines;Polyalthia;obliqua;0;0;0;0;;;1;8;1912;1;11;2003;0;0;0;125.5322203;9.1232986;0;0;13621;P01983765;Elmer, A.D.E.;Kessler, P.
Ramos, M;24311;nan;<NA>;01/02/1916 - 31/03/1916;Northern Samar;Philippines. Catubig River, Samar;P01986072;Philippines;Friesodielsia;lagunensis;0;0;0;0;;;1;2;1916;;;;0;0;0;125.03;12.467;0;0;24311;P01986072;Ramos, M.;<NA>
Ramos, M;31208;nan;<NA>;01/04/1918 - 31/05/1918;Capiz;Philippines. Jamindan. Capiz Province. Panay;P01986073;Philippines;Friesodielsia;lagunensis;0;0;0;0;;;1;4;1918;;;;0;0;0;122.5105924;11.4089123;0;0;31208;P01986073;Ramos, M.;<NA>
Ramos, M;46431;nan;<NA>;01/11/1925 - 31/12/1925;Oriental Mindoro;Philippines. Puerto Galera. Mindoro;P01986074;Philippines;Friesodielsia;lagunensis;0;0;0;0;;;1;11;1925;;;;0;0;0;120.9541838;13.5018252;0;0;46431;P01986074;Ramos, M.;<NA>
Elmer, ADE;15298;nan;<NA>;01/11/1915 - 30/11/1915;Sorsogon;Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon;P01986075;Philippines;Friesodielsia;lagunensis;0;0;0;0;;;1;11;1915;;;;0;0;0;124.057;12.766;0;0;15298;P01986075;Elmer, A.D.E.;<NA>
Loher;57;nan;01/01/1987 - 31/12/1987;01/07/1892 - 31/07/1892;Rizal;Montalhan (Manila) Luzon central;P01986096;Philippines;Friesodielsia;bakeri;0;0;0;0;;;1;7;1892;1;1;1987;0;0;0;121.145;14.731;0;0;57;P01986096;Loher;van Setten, A.K.
Loher, A;57;nan;01/01/1987 - 31/12/1987;01/07/1892 - 31/07/1892;Rizal;Herbarium Philippinense. Montalban (Manila) Luzon central;P01986097;Philippines;Friesodielsia;bakeri;0;0;0;0;;;1;7;1892;1;1;1987;0;0;0;121.144;14.7295;0;0;57;P01986097;Loher, A.;van Setten, A.K.
Elmer, ADE;15902;nan;<NA>;01/03/1916 - 31/08/1916;Sorsogon;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon, Luzon;P01986104;Philippines;Friesodielsia;bakeri;0;0;0;0;;;1;3;1916;;;;0;0;0;124.055;12.766;0;0;15902;P01986104;Elmer, A.D.E.;<NA>
Ramos, M;33551;nan;<NA>;01/11/1918 - 31/12/1918;Camarines Norte;Philippines. Paracale. Camarines Province. Luzon;P01986105;Philippines;Friesodielsia;bakeri;0;0;0;0;;;1;11;1918;;;;0;0;0;122.7873227;14.2795995;0;0;33551;P01986105;Ramos, M.;<NA>
Elmer, ADE;15902;nan;<NA>;01/04/1916 - 30/04/1916;Sorsogon;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon. Island of Luzon;P01986106;Philippines;Friesodielsia;bakeri;0;0;0;0;;;1;4;1916;;;;0;0;0;124.055;12.766;0;0;15902;P01986106;Elmer, A.D.E.;<NA>
Ramos, M;30181;nan;<NA>;14/11/1917 - 11/12/1917;Catanduanes;Philippines. Catanduanes;P01986107;Philippines;Friesodielsia;bakeri;0;0;0;0;;;14;11;1917;;;;0;0;0;124.25;13.833;0;0;30181;P01986107;Ramos, M.;<NA>
Amarillas, FL;24662;nan;<NA>;01/11/1915 - 30/11/1915;Laguna;Philippines. Province of Laguna. Luzon;P02006240;Philippines;Dasymaschalon;clusiflorum;0;0;0;0;;;1;11;1915;;;;0;0;0;;;0;0;24662;P02006240;Amarillas, F.L.;<NA>
Ramos, M;;nan;<NA>;01/07/1917 - 31/07/1917;Rizal;Philippines. Mt. Lumutan. Province of Rizal. Luzon;P02006241;Philippines;Dasymaschalon;clusiflorum;0;0;0;0;<NA>;<NA>;1;7;1917;;;;0;0;0;121.26;14.57;0;0;nan;P02006241;Ramos, M.;<NA>
Sablaya, M;21;Merrill, ED;<NA>;01/02/1916 - 31/03/1916;Northern Samar;Philippine Islands. Catubig River. Samar;P02006242;Philippines;Dasymaschalon;clusiflorum;0;0;0;0;;;1;2;1916;;;;0;0;0;125.03;12.467;0;0;21;P02006242;Sablaya, M.;Merrill, E.D.
Ramos;48442;nan;<NA>;01/11/1926 - 30/11/1926;Rizal;Philippines. Mt. Irid. Rizal Province. Luzon;P02006243;Philippines;Dasymaschalon;clusiflorum;0;0;0;0;;;1;11;1926;;;;0;0;0;121.325;14.789;0;0;48442;P02006243;Ramos;<NA>
Whitford, HN;1214;nan;<NA>;01/04/1905 - 30/04/1905;Bataan;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon.;P02006244;Philippines;Dasymaschalon;clusiflorum;0;0;0;0;;;1;4;1905;;;;0;0;0;120.521;14.517;0;0;1214;P02006244;Whitford, H.N.;<NA>
Whitford, HN;1289;nan;<NA>;01/05/1905 - 31/05/1905;Bataan;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon;P02006245;Philippines;Dasymaschalon;clusiflorum;0;0;0;0;;;1;5;1905;;;;0;0;0;120.521;14.517;0;0;1289;P02006245;Whitford, H.N.;<NA>
Ramos, M;1675;nan;<NA>;01/04/1914 - 30/04/1914;Eastern Visayas (Region VIII);Philippine plants. Samar;P02006247;Philippines;Dasymaschalon;clusiflorum;0;0;0;0;;;1;4;1914;;;;0;0;0;125.11;11.96;0;0;1675;P02006247;Ramos, M.;<NA>
Elmer, ADE;12803;nan;<NA>;01/03/1911 - 31/03/1911;Palawan;Philippine islands. Puerto Princesa (Mt. Pulgar), province of Palawan. Island of Palawan.;P02006249;Philippines;Dasymaschalon;clusiflorum;0;0;0;0;;;1;3;1911;;;;0;0;0;118.7350414;9.7376025;0;0;12803;P02006249;Elmer, A.D.E.;<NA>
Whitford, HN;825;nan;<NA>;01/09/1904 - 30/09/1904;Quezon;Philippines. Province of Tayabas (Infanta), Luzon.;P02006251;Philippines;Dasymaschalon;clusiflorum;0;0;0;0;;;1;9;1904;;;;0;0;0;121.6478;14.746;0;0;825;P02006251;Whitford, H.N.;<NA>
Robinson, CB;;Kessler, P;01/05/2004 - 31/05/2004;27/12/1912 - 31/12/1912;Iloilo;Philippines. Province of Iloilo. Panay;P02006261;Philippines;Dasymaschalon;sp.;0;0;0;0;<NA>;<NA>;27;12;1912;1;5;2004;0;0;0;122.544;10.965;0;0;nan;P02006261;Robinson, C.B.;Kessler, P.
Elmer, ADE;12507;Elmer, ADE;<NA>;01/05/1910 - 31/05/1910;Romblon;Philippine Islands. Magallanes (Mt. Giting-Giting), Province of Capiz. Island of Sibuyan;P00432362;Philippines;Goniothalamus;gitingensis;0;0;0;0;;;1;5;1910;;;;0;0;0;122.5676;12.415;0;0;12507;P00432362;Elmer, A.D.E.;Elmer, A.D.E.
Merrill, ED;8297;Merrill, ED;<NA>;01/11/1911 - 31/12/1911;Zamboanga del Sur;Philippines. District of Zamboanga. Mindanao;P00432363;Philippines;Goniothalamus;copelandii;0;0;0;0;;;1;11;1911;;;;0;0;0;122.0763695;6.9046004;0;0;8297;P00432363;Merrill, E.D.;Merrill, E.D.
Elmer, ADE;13830;Elmer, ADE;<NA>;01/09/1912 - 30/09/1912;Agusan del Norte;Philippine Islands. Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao.;P00432364;Philippines;Goniothalamus;epiphyticus;0;0;0;0;;;1;9;1912;;;;0;0;0;125.5322203;9.1232986;0;0;13830;P00432364;Elmer, A.D.E.;Elmer, A.D.E.
Elmer, ADE;6105;nan;<NA>;01/04/1904 - 30/04/1904;Benguet;Philippines. Sablan, Province of Benguet, Luzon.;P00432365;Philippines;Goniothalamus;elmeri;0;0;0;0;;;1;4;1904;;;;0;0;0;120.48758;16.4958615;0;0;6105;P00432365;Elmer, A.D.E.;<NA>
Elmer, ADE;14024;Elmer, ADE;<NA>;01/10/1912 - 31/10/1912;Agusan del Norte;Philippine Islands. Cabadbaran (Mt. Urdaneta). Province of Agusan. Island of Mandanao.;P00432366;Philippines;Goniothalamus;mindanaensis;0;0;0;0;;;1;10;1912;;;;0;0;0;125.532318;9.1231657;0;0;14024;P00432366;Elmer, A.D.E.;Elmer, A.D.E.
Gaudichaud;26;nan;<NA>;01/11/1836 - 30/11/1836;National Capital Region (NCR);Manille;P01956189;Philippines;<NA>;indet.;0;0;0;0;;;1;11;1836;;;;0;0;0;120.9809674;14.5907332;0;0;26;P01956189;Gaudichaud;<NA>
Gaudichaud;26;nan;<NA>;01/11/1836 - 30/11/1836;National Capital Region (NCR);Manille;P01956190;Philippines;<NA>;indet.;0;0;0;0;;;1;11;1836;;;;0;0;0;120.9809674;14.5907332;0;0;26;P01956190;Gaudichaud;<NA>
Gaudichaud;26;nan;<NA>;01/11/1836 - 30/11/1836;National Capital Region (NCR);Manille;P01956191;Philippines;<NA>;indet.;0;0;0;0;;;1;11;1836;;;;0;0;0;120.9809674;14.5907332;0;0;26;P01956191;Gaudichaud;<NA>
Gaudichaud;26284;nan;<NA>;01/01/1836 - 31/12/1837;National Capital Region (NCR);Manille;P01956192;Philippines;<NA>;indet.;0;0;0;0;;;1;1;1836;;;;0;0;0;120.9809674;14.5907332;0;0;26284;P01956192;Gaudichaud;<NA>
